taken_at,tid,division,pdga_number,name,thru,rem,place,cur,win
2026-09-04T12:13:26.100+00:00,96417,FPO,79233,Cadence Burge,0,3.0,,0.0,0.0556
2026-09-04T12:13:26.100+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.0265
2026-09-04T12:13:26.100+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0507
2026-09-04T12:13:26.100+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.0097
2026-09-04T12:13:26.100+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0018
2026-09-04T12:13:26.100+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.0284
2026-09-04T12:13:26.100+00:00,96417,FPO,112647,Hanna Huynh,2,2.89,1,-1.0,0.0364
2026-09-04T12:13:26.100+00:00,96417,FPO,130187,Kat Johnson,2,2.89,6,1.0,0.0
2026-09-04T12:13:26.100+00:00,96417,FPO,130342,Chantel Budinsky,0,3.0,,0.0,0.017
2026-09-04T12:13:26.100+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.0118
2026-09-04T12:13:26.100+00:00,96417,FPO,139109,Leah Tsinajinnie,0,3.0,,0.0,0.0001
2026-09-04T12:13:26.100+00:00,96417,FPO,140947,Nina Bennett,0,3.0,,0.0,0.0066
2026-09-04T12:13:26.100+00:00,96417,FPO,142354,Alexis Kerman,0,3.0,,0.0,0.0001
2026-09-04T12:13:26.100+00:00,96417,FPO,146137,Dani K. Hart,0,3.0,,0.0,0.0049
2026-09-04T12:13:26.100+00:00,96417,FPO,146304,MJ Gager,0,3.0,,0.0,0.0058
2026-09-04T12:13:26.100+00:00,96417,FPO,152191,Kelley Foster,0,3.0,,0.0,0.0009
2026-09-04T12:13:26.100+00:00,96417,FPO,161918,Addison Woodard,0,3.0,,0.0,0.0176
2026-09-04T12:13:26.100+00:00,96417,FPO,164788,Alecia Hinkson,0,3.0,,0.0,0.0001
2026-09-04T12:13:26.100+00:00,96417,FPO,168863,Trinity Bryant,2,2.89,6,1.0,0.0001
2026-09-04T12:13:26.100+00:00,96417,FPO,176242,Morgan Lynds,0,3.0,,0.0,0.0008
2026-09-04T12:13:26.100+00:00,96417,FPO,176243,Jordan Lynds,0,3.0,,0.0,0.0023
2026-09-04T12:13:26.100+00:00,96417,FPO,184736,Jennifer Smiley,0,3.0,,0.0,0.0003
2026-09-04T12:13:26.100+00:00,96417,FPO,195549,Kylie Kohut,0,3.0,,0.0,0.0017
2026-09-04T12:13:26.100+00:00,96417,FPO,195550,Peyton Kohut,0,3.0,,0.0,0.0001
2026-09-04T12:13:26.100+00:00,96417,FPO,198446,Eliezra Midtlyng,2,2.89,1,-1.0,0.0125
2026-09-04T12:13:26.100+00:00,96417,FPO,229526,Sintija Klezberga,0,3.0,,0.0,0.022
2026-09-04T12:13:26.100+00:00,96417,FPO,238187,Ann Deputy,0,3.0,,0.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,27832,Kona Star Montgomery,2,2.89,5,0.0,0.0064
2026-09-04T12:19:26.947+00:00,96417,FPO,32654,Lisa Fajkus,1,2.94,5,0.0,0.0234
2026-09-04T12:19:26.947+00:00,96417,FPO,32917,Rebecca Cox,0,3.0,,0.0,0.0072
2026-09-04T12:19:26.947+00:00,96417,FPO,44184,Catrina Allen,0,3.0,,0.0,0.0682
2026-09-04T12:19:26.947+00:00,96417,FPO,48976,Ohn Scoggins,0,3.0,,0.0,0.4172
2026-09-04T12:19:26.947+00:00,96417,FPO,50656,Jessica Gurthie,0,3.0,,0.0,0.0174
2026-09-04T12:19:26.947+00:00,96417,FPO,59431,Madison Walker,0,3.0,,0.0,0.0122
2026-09-04T12:19:26.947+00:00,96417,FPO,62879,Valerie Mandujano,0,3.0,,0.0,0.1027
2026-09-04T12:19:26.947+00:00,96417,FPO,62880,Alexis Mandujano,0,3.0,,0.0,0.0273
2026-09-04T12:19:26.947+00:00,96417,FPO,63257,Maria Oliva,2,2.89,2,-1.0,0.0
2026-09-04T12:19:26.947+00:00,96417,FPO,71262,Erika Stinchcomb,2,2.89,5,0.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,75029,Cynthia Ricciotti,3,2.83,11,2.0,0.0
2026-09-04T12:19:26.947+00:00,96417,FPO,78232,Tiger Borth,1,2.94,9,1.0,0.0
2026-09-04T12:19:26.947+00:00,96417,FPO,79233,Cadence Burge,0,3.0,,0.0,0.0553
2026-09-04T12:19:26.947+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.0262
2026-09-04T12:19:26.947+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0504
2026-09-04T12:19:26.947+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.0096
2026-09-04T12:19:26.947+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0017
2026-09-04T12:19:26.947+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.0282
2026-09-04T12:19:26.947+00:00,96417,FPO,112647,Hanna Huynh,3,2.83,2,-1.0,0.0339
2026-09-04T12:19:26.947+00:00,96417,FPO,130187,Kat Johnson,3,2.83,12,3.0,0.0
2026-09-04T12:19:26.947+00:00,96417,FPO,130342,Chantel Budinsky,0,3.0,,0.0,0.0169
2026-09-04T12:19:26.947+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.0118
2026-09-04T12:19:26.947+00:00,96417,FPO,139109,Leah Tsinajinnie,0,3.0,,0.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,140947,Nina Bennett,0,3.0,,0.0,0.0065
2026-09-04T12:19:26.947+00:00,96417,FPO,142354,Alexis Kerman,0,3.0,,0.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,146137,Dani K. Hart,0,3.0,,0.0,0.0049
2026-09-04T12:19:26.947+00:00,96417,FPO,146304,MJ Gager,0,3.0,,0.0,0.0057
2026-09-04T12:19:26.947+00:00,96417,FPO,152191,Kelley Foster,0,3.0,,0.0,0.0008
2026-09-04T12:19:26.947+00:00,96417,FPO,161918,Addison Woodard,1,2.94,2,-1.0,0.0222
2026-09-04T12:19:26.947+00:00,96417,FPO,164788,Alecia Hinkson,0,3.0,,0.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,168863,Trinity Bryant,2,2.89,9,1.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,176242,Morgan Lynds,0,3.0,,0.0,0.0007
2026-09-04T12:19:26.947+00:00,96417,FPO,176243,Jordan Lynds,0,3.0,,0.0,0.0023
2026-09-04T12:19:26.947+00:00,96417,FPO,184736,Jennifer Smiley,0,3.0,,0.0,0.0003
2026-09-04T12:19:26.947+00:00,96417,FPO,195549,Kylie Kohut,0,3.0,,0.0,0.0016
2026-09-04T12:19:26.947+00:00,96417,FPO,195550,Peyton Kohut,1,2.94,5,0.0,0.0001
2026-09-04T12:19:26.947+00:00,96417,FPO,198446,Eliezra Midtlyng,3,2.83,1,-2.0,0.0163
2026-09-04T12:19:26.947+00:00,96417,FPO,229526,Sintija Klezberga,0,3.0,,0.0,0.022
2026-09-04T12:19:26.947+00:00,96417,FPO,238187,Ann Deputy,0,3.0,,0.0,0.0001
2026-09-04T12:25:27.924+00:00,96417,FPO,27832,Kona Star Montgomery,3,2.83,9,2.0,0.0026
2026-09-04T12:25:27.924+00:00,96417,FPO,32654,Lisa Fajkus,2,2.89,2,-1.0,0.0295
2026-09-04T12:25:27.924+00:00,96417,FPO,32917,Rebecca Cox,0,3.0,,0.0,0.0072
2026-09-04T12:25:27.924+00:00,96417,FPO,44184,Catrina Allen,0,3.0,,0.0,0.0687
2026-09-04T12:25:27.924+00:00,96417,FPO,48976,Ohn Scoggins,0,3.0,,0.0,0.4184
2026-09-04T12:25:27.924+00:00,96417,FPO,50656,Jessica Gurthie,0,3.0,,0.0,0.0176
2026-09-04T12:25:27.924+00:00,96417,FPO,59431,Madison Walker,0,3.0,,0.0,0.0122
2026-09-04T12:25:27.924+00:00,96417,FPO,62879,Valerie Mandujano,0,3.0,,0.0,0.1031
2026-09-04T12:25:27.924+00:00,96417,FPO,62880,Alexis Mandujano,0,3.0,,0.0,0.0276
2026-09-04T12:25:27.924+00:00,96417,FPO,63257,Maria Oliva,3,2.83,2,-1.0,0.0
2026-09-04T12:25:27.924+00:00,96417,FPO,71262,Erika Stinchcomb,3,2.83,5,0.0,0.0001
2026-09-04T12:25:27.924+00:00,96417,FPO,75029,Cynthia Ricciotti,3,2.83,9,2.0,0.0
2026-09-04T12:25:27.924+00:00,96417,FPO,78232,Tiger Borth,2,2.89,8,1.0,0.0
2026-09-04T12:25:27.924+00:00,96417,FPO,79233,Cadence Burge,0,3.0,,0.0,0.0557
2026-09-04T12:25:27.924+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.0264
2026-09-04T12:25:27.924+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0507
2026-09-04T12:25:27.924+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.0098
2026-09-04T12:25:27.924+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0018
2026-09-04T12:25:27.924+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.0285
2026-09-04T12:25:27.924+00:00,96417,FPO,112647,Hanna Huynh,3,2.83,2,-1.0,0.0341
2026-09-04T12:25:27.924+00:00,96417,FPO,130187,Kat Johnson,3,2.83,12,3.0,0.0
2026-09-04T12:25:27.924+00:00,96417,FPO,130342,Chantel Budinsky,0,3.0,,0.0,0.0169
2026-09-04T12:25:27.924+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.0118
2026-09-04T12:25:27.924+00:00,96417,FPO,139109,Leah Tsinajinnie,0,3.0,,0.0,0.0001
2026-09-04T12:25:27.924+00:00,96417,FPO,140947,Nina Bennett,0,3.0,,0.0,0.0066
2026-09-04T12:25:27.924+00:00,96417,FPO,142354,Alexis Kerman,0,3.0,,0.0,0.0001
2026-09-04T12:25:27.924+00:00,96417,FPO,146137,Dani K. Hart,0,3.0,,0.0,0.0049
2026-09-04T12:25:27.924+00:00,96417,FPO,146304,MJ Gager,0,3.0,,0.0,0.0057
2026-09-04T12:25:27.924+00:00,96417,FPO,152191,Kelley Foster,0,3.0,,0.0,0.0008
2026-09-04T12:25:27.924+00:00,96417,FPO,161918,Addison Woodard,2,2.89,5,0.0,0.0152
2026-09-04T12:25:27.924+00:00,96417,FPO,164788,Alecia Hinkson,0,3.0,,0.0,0.0001
2026-09-04T12:25:27.924+00:00,96417,FPO,168863,Trinity Bryant,3,2.83,9,2.0,0.0
2026-09-04T12:25:27.924+00:00,96417,FPO,176242,Morgan Lynds,0,3.0,,0.0,0.0008
2026-09-04T12:25:27.924+00:00,96417,FPO,176243,Jordan Lynds,0,3.0,,0.0,0.0023
2026-09-04T12:25:27.924+00:00,96417,FPO,184736,Jennifer Smiley,0,3.0,,0.0,0.0003
2026-09-04T12:25:27.924+00:00,96417,FPO,195549,Kylie Kohut,0,3.0,,0.0,0.0017
2026-09-04T12:25:27.924+00:00,96417,FPO,195550,Peyton Kohut,2,2.89,5,0.0,0.0001
2026-09-04T12:25:27.924+00:00,96417,FPO,198446,Eliezra Midtlyng,3,2.83,1,-2.0,0.0164
2026-09-04T12:25:27.924+00:00,96417,FPO,229526,Sintija Klezberga,0,3.0,,0.0,0.022
2026-09-04T12:25:27.924+00:00,96417,FPO,238187,Ann Deputy,0,3.0,,0.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,27832,Kona Star Montgomery,3,2.83,14,2.0,0.0025
2026-09-04T12:31:44.618+00:00,96417,FPO,32654,Lisa Fajkus,2,2.89,3,-1.0,0.0292
2026-09-04T12:31:44.618+00:00,96417,FPO,32917,Rebecca Cox,0,3.0,,0.0,0.0072
2026-09-04T12:31:44.618+00:00,96417,FPO,44184,Catrina Allen,0,3.0,,0.0,0.0685
2026-09-04T12:31:44.618+00:00,96417,FPO,48976,Ohn Scoggins,0,3.0,,0.0,0.4176
2026-09-04T12:31:44.618+00:00,96417,FPO,50656,Jessica Gurthie,0,3.0,,0.0,0.0176
2026-09-04T12:31:44.618+00:00,96417,FPO,59431,Madison Walker,0,3.0,,0.0,0.0121
2026-09-04T12:31:44.618+00:00,96417,FPO,62879,Valerie Mandujano,0,3.0,,0.0,0.1026
2026-09-04T12:31:44.618+00:00,96417,FPO,62880,Alexis Mandujano,0,3.0,,0.0,0.0276
2026-09-04T12:31:44.618+00:00,96417,FPO,63257,Maria Oliva,3,2.83,3,-1.0,0.0
2026-09-04T12:31:44.618+00:00,96417,FPO,71262,Erika Stinchcomb,3,2.83,7,0.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,75029,Cynthia Ricciotti,4,2.78,11,1.0,0.0
2026-09-04T12:31:44.618+00:00,96417,FPO,78232,Tiger Borth,2,2.89,11,1.0,0.0
2026-09-04T12:31:44.618+00:00,96417,FPO,79233,Cadence Burge,0,3.0,,0.0,0.0555
2026-09-04T12:31:44.618+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.0264
2026-09-04T12:31:44.618+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0503
2026-09-04T12:31:44.618+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.0097
2026-09-04T12:31:44.618+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0017
2026-09-04T12:31:44.618+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.0285
2026-09-04T12:31:44.618+00:00,96417,FPO,112647,Hanna Huynh,4,2.78,1,-2.0,0.0417
2026-09-04T12:31:44.618+00:00,96417,FPO,130187,Kat Johnson,4,2.78,14,2.0,0.0
2026-09-04T12:31:44.618+00:00,96417,FPO,130342,Chantel Budinsky,1,2.94,11,1.0,0.0114
2026-09-04T12:31:44.618+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.0118
2026-09-04T12:31:44.618+00:00,96417,FPO,139109,Leah Tsinajinnie,0,3.0,,0.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,140947,Nina Bennett,0,3.0,,0.0,0.0066
2026-09-04T12:31:44.618+00:00,96417,FPO,142354,Alexis Kerman,0,3.0,,0.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,146137,Dani K. Hart,0,3.0,,0.0,0.0048
2026-09-04T12:31:44.618+00:00,96417,FPO,146304,MJ Gager,1,2.94,3,-1.0,0.0077
2026-09-04T12:31:44.618+00:00,96417,FPO,152191,Kelley Foster,0,3.0,,0.0,0.0008
2026-09-04T12:31:44.618+00:00,96417,FPO,161918,Addison Woodard,2,2.89,7,0.0,0.015
2026-09-04T12:31:44.618+00:00,96417,FPO,164788,Alecia Hinkson,0,3.0,,0.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,168863,Trinity Bryant,3,2.83,14,2.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,176242,Morgan Lynds,1,2.94,7,0.0,0.0007
2026-09-04T12:31:44.618+00:00,96417,FPO,176243,Jordan Lynds,0,3.0,,0.0,0.0023
2026-09-04T12:31:44.618+00:00,96417,FPO,184736,Jennifer Smiley,0,3.0,,0.0,0.0003
2026-09-04T12:31:44.618+00:00,96417,FPO,195549,Kylie Kohut,0,3.0,,0.0,0.0017
2026-09-04T12:31:44.618+00:00,96417,FPO,195550,Peyton Kohut,2,2.89,7,0.0,0.0001
2026-09-04T12:31:44.618+00:00,96417,FPO,198446,Eliezra Midtlyng,4,2.78,1,-2.0,0.0155
2026-09-04T12:31:44.618+00:00,96417,FPO,229526,Sintija Klezberga,0,3.0,,0.0,0.022
2026-09-04T12:31:44.618+00:00,96417,FPO,231650,Tailey Rowley,1,2.94,3,-1.0,0.0
2026-09-04T12:31:44.618+00:00,96417,FPO,238187,Ann Deputy,0,3.0,,0.0,0.0001
2026-09-04T12:37:42.921+00:00,96417,FPO,27832,Kona Star Montgomery,3,2.83,14,2.0,0.0026
2026-09-04T12:37:42.921+00:00,96417,FPO,32654,Lisa Fajkus,3,2.83,3,-1.0,0.0279
2026-09-04T12:37:42.921+00:00,96417,FPO,32917,Rebecca Cox,0,3.0,,0.0,0.0073
2026-09-04T12:37:42.921+00:00,96417,FPO,44184,Catrina Allen,0,3.0,,0.0,0.0697
2026-09-04T12:37:42.921+00:00,96417,FPO,48976,Ohn Scoggins,0,3.0,,0.0,0.4223
2026-09-04T12:37:42.921+00:00,96417,FPO,50656,Jessica Gurthie,0,3.0,,0.0,0.0181
2026-09-04T12:37:42.921+00:00,96417,FPO,59431,Madison Walker,0,3.0,,0.0,0.0125
2026-09-04T12:37:42.921+00:00,96417,FPO,62879,Valerie Mandujano,0,3.0,,0.0,0.1042
2026-09-04T12:37:42.921+00:00,96417,FPO,62880,Alexis Mandujano,0,3.0,,0.0,0.028
2026-09-04T12:37:42.921+00:00,96417,FPO,63257,Maria Oliva,3,2.83,3,-1.0,0.0
2026-09-04T12:37:42.921+00:00,96417,FPO,71262,Erika Stinchcomb,3,2.83,7,0.0,0.0001
2026-09-04T12:37:42.921+00:00,96417,FPO,75029,Cynthia Ricciotti,5,2.72,10,1.0,0.0
2026-09-04T12:37:42.921+00:00,96417,FPO,78232,Tiger Borth,3,2.83,10,1.0,0.0
2026-09-04T12:37:42.921+00:00,96417,FPO,79233,Cadence Burge,0,3.0,,0.0,0.0564
2026-09-04T12:37:42.921+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.027
2026-09-04T12:37:42.921+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0513
2026-09-04T12:37:42.921+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.0099
2026-09-04T12:37:42.921+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0018
2026-09-04T12:37:42.921+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.029
2026-09-04T12:37:42.921+00:00,96417,FPO,112647,Hanna Huynh,5,2.72,1,-2.0,0.04
2026-09-04T12:37:42.921+00:00,96417,FPO,130187,Kat Johnson,5,2.72,14,2.0,0.0
2026-09-04T12:37:42.921+00:00,96417,FPO,130342,Chantel Budinsky,2,2.89,10,1.0,0.0109
2026-09-04T12:37:42.921+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.012
2026-09-04T12:37:42.921+00:00,96417,FPO,139109,Leah Tsinajinnie,0,3.0,,0.0,0.0001
2026-09-04T12:37:42.921+00:00,96417,FPO,140947,Nina Bennett,0,3.0,,0.0,0.0068
2026-09-04T12:37:42.921+00:00,96417,FPO,142354,Alexis Kerman,0,3.0,,0.0,0.0001
2026-09-04T12:37:42.921+00:00,96417,FPO,146137,Dani K. Hart,0,3.0,,0.0,0.005
2026-09-04T12:37:42.921+00:00,96417,FPO,146304,MJ Gager,2,2.89,3,-1.0,0.0074
2026-09-04T12:37:42.921+00:00,96417,FPO,152191,Kelley Foster,0,3.0,,0.0,0.0009
2026-09-04T12:37:42.921+00:00,96417,FPO,161918,Addison Woodard,3,2.83,10,1.0,0.0102
2026-09-04T12:37:42.921+00:00,96417,FPO,164788,Alecia Hinkson,0,3.0,,0.0,0.0002
2026-09-04T12:37:42.921+00:00,96417,FPO,168863,Trinity Bryant,3,2.83,14,2.0,0.0001
2026-09-04T12:37:42.921+00:00,96417,FPO,176242,Morgan Lynds,2,2.89,7,0.0,0.0006
2026-09-04T12:37:42.921+00:00,96417,FPO,176243,Jordan Lynds,0,3.0,,0.0,0.0024
2026-09-04T12:37:42.921+00:00,96417,FPO,184736,Jennifer Smiley,0,3.0,,0.0,0.0003
2026-09-04T12:37:42.921+00:00,96417,FPO,195549,Kylie Kohut,0,3.0,,0.0,0.0018
2026-09-04T12:37:42.921+00:00,96417,FPO,195550,Peyton Kohut,3,2.83,7,0.0,0.0001
2026-09-04T12:37:42.921+00:00,96417,FPO,198446,Eliezra Midtlyng,5,2.72,3,-1.0,0.0104
2026-09-04T12:37:42.921+00:00,96417,FPO,229526,Sintija Klezberga,0,3.0,,0.0,0.0225
2026-09-04T12:37:42.921+00:00,96417,FPO,231650,Tailey Rowley,2,2.89,1,-2.0,0.0
2026-09-04T12:37:42.921+00:00,96417,FPO,238187,Ann Deputy,0,3.0,,0.0,0.0001
2026-09-04T12:43:39.711+00:00,96417,FPO,27832,Kona Star Montgomery,4,2.78,18,2.0,0.0024
2026-09-04T12:43:39.711+00:00,96417,FPO,32654,Lisa Fajkus,3,2.83,3,-1.0,0.0281
2026-09-04T12:43:39.711+00:00,96417,FPO,32917,Rebecca Cox,0,3.0,,0.0,0.0074
2026-09-04T12:43:39.711+00:00,96417,FPO,44184,Catrina Allen,0,3.0,,0.0,0.0701
2026-09-04T12:43:39.711+00:00,96417,FPO,48976,Ohn Scoggins,0,3.0,,0.0,0.4235
2026-09-04T12:43:39.711+00:00,96417,FPO,50656,Jessica Gurthie,0,3.0,,0.0,0.0182
2026-09-04T12:43:39.711+00:00,96417,FPO,59431,Madison Walker,0,3.0,,0.0,0.0126
2026-09-04T12:43:39.711+00:00,96417,FPO,62879,Valerie Mandujano,0,3.0,,0.0,0.1047
2026-09-04T12:43:39.711+00:00,96417,FPO,62880,Alexis Mandujano,0,3.0,,0.0,0.0282
2026-09-04T12:43:39.711+00:00,96417,FPO,63257,Maria Oliva,4,2.78,3,-1.0,0.0
2026-09-04T12:43:39.711+00:00,96417,FPO,71262,Erika Stinchcomb,4,2.78,13,1.0,0.0
2026-09-04T12:43:39.711+00:00,96417,FPO,75029,Cynthia Ricciotti,5,2.72,13,1.0,0.0001
2026-09-04T12:43:39.711+00:00,96417,FPO,78232,Tiger Borth,3,2.83,13,1.0,0.0
2026-09-04T12:43:39.711+00:00,96417,FPO,79233,Cadence Burge,1,2.94,7,0.0,0.0529
2026-09-04T12:43:39.711+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.0272
2026-09-04T12:43:39.711+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0515
2026-09-04T12:43:39.711+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.01
2026-09-04T12:43:39.711+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0018
2026-09-04T12:43:39.711+00:00,96417,FPO,108871,Brook Johnson,1,2.94,7,0.0,0.0
2026-09-04T12:43:39.711+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.0292
2026-09-04T12:43:39.711+00:00,96417,FPO,112647,Hanna Huynh,5,2.72,1,-2.0,0.0402
2026-09-04T12:43:39.711+00:00,96417,FPO,130187,Kat Johnson,5,2.72,18,2.0,0.0
2026-09-04T12:43:39.711+00:00,96417,FPO,130342,Chantel Budinsky,2,2.89,13,1.0,0.0109
2026-09-04T12:43:39.711+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.0121
2026-09-04T12:43:39.711+00:00,96417,FPO,139109,Leah Tsinajinnie,0,3.0,,0.0,0.0001
2026-09-04T12:43:39.711+00:00,96417,FPO,140947,Nina Bennett,0,3.0,,0.0,0.0068
2026-09-04T12:43:39.711+00:00,96417,FPO,142354,Alexis Kerman,0,3.0,,0.0,0.0001
2026-09-04T12:43:39.711+00:00,96417,FPO,146137,Dani K. Hart,1,2.94,7,0.0,0.0048
2026-09-04T12:43:39.711+00:00,96417,FPO,146304,MJ Gager,2,2.89,3,-1.0,0.0075
2026-09-04T12:43:39.711+00:00,96417,FPO,152191,Kelley Foster,0,3.0,,0.0,0.0009
2026-09-04T12:43:39.711+00:00,96417,FPO,161918,Addison Woodard,3,2.83,13,1.0,0.0102
2026-09-04T12:43:39.711+00:00,96417,FPO,164788,Alecia Hinkson,0,3.0,,0.0,0.0002
2026-09-04T12:43:39.711+00:00,96417,FPO,168863,Trinity Bryant,4,2.78,18,2.0,0.0001
2026-09-04T12:43:39.711+00:00,96417,FPO,176242,Morgan Lynds,2,2.89,7,0.0,0.0006
2026-09-04T12:43:39.711+00:00,96417,FPO,176243,Jordan Lynds,1,2.94,7,0.0,0.0022
2026-09-04T12:43:39.711+00:00,96417,FPO,184736,Jennifer Smiley,0,3.0,,0.0,0.0003
2026-09-04T12:43:39.711+00:00,96417,FPO,195549,Kylie Kohut,0,3.0,,0.0,0.0018
2026-09-04T12:43:39.711+00:00,96417,FPO,195550,Peyton Kohut,3,2.83,7,0.0,0.0001
2026-09-04T12:43:39.711+00:00,96417,FPO,198446,Eliezra Midtlyng,5,2.72,3,-1.0,0.0105
2026-09-04T12:43:39.711+00:00,96417,FPO,229526,Sintija Klezberga,0,3.0,,0.0,0.0226
2026-09-04T12:43:39.711+00:00,96417,FPO,231650,Tailey Rowley,2,2.89,1,-2.0,0.0
2026-09-04T12:43:39.711+00:00,96417,FPO,238187,Ann Deputy,0,3.0,,0.0,0.0001
2026-09-04T12:49:35.182+00:00,96417,FPO,27832,Kona Star Montgomery,5,2.72,18,2.0,0.0022
2026-09-04T12:49:35.182+00:00,96417,FPO,32654,Lisa Fajkus,3,2.83,2,-1.0,0.0288
2026-09-04T12:49:35.182+00:00,96417,FPO,32917,Rebecca Cox,0,3.0,,0.0,0.0076
2026-09-04T12:49:35.182+00:00,96417,FPO,44184,Catrina Allen,0,3.0,,0.0,0.0714
2026-09-04T12:49:35.182+00:00,96417,FPO,48976,Ohn Scoggins,0,3.0,,0.0,0.4285
2026-09-04T12:49:35.182+00:00,96417,FPO,50656,Jessica Gurthie,0,3.0,,0.0,0.0186
2026-09-04T12:49:35.182+00:00,96417,FPO,59431,Madison Walker,0,3.0,,0.0,0.0129
2026-09-04T12:49:35.182+00:00,96417,FPO,62879,Valerie Mandujano,0,3.0,,0.0,0.1065
2026-09-04T12:49:35.182+00:00,96417,FPO,62880,Alexis Mandujano,0,3.0,,0.0,0.0289
2026-09-04T12:49:35.182+00:00,96417,FPO,63257,Maria Oliva,5,2.72,2,-1.0,0.0
2026-09-04T12:49:35.182+00:00,96417,FPO,71262,Erika Stinchcomb,5,2.72,13,1.0,0.0
2026-09-04T12:49:35.182+00:00,96417,FPO,75029,Cynthia Ricciotti,6,2.67,13,1.0,0.0
2026-09-04T12:49:35.182+00:00,96417,FPO,78232,Tiger Borth,3,2.83,13,1.0,0.0
2026-09-04T12:49:35.182+00:00,96417,FPO,79233,Cadence Burge,1,2.94,6,0.0,0.0538
2026-09-04T12:49:35.182+00:00,96417,FPO,85484,Anneli Tõugjas-Männiste,0,3.0,,0.0,0.0278
2026-09-04T12:49:35.182+00:00,96417,FPO,99455,Kat Mertsch,0,3.0,,0.0,0.0525
2026-09-04T12:49:35.182+00:00,96417,FPO,104187,Macie Velediaz,0,3.0,,0.0,0.0102
2026-09-04T12:49:35.182+00:00,96417,FPO,104314,Violet Main,0,3.0,,0.0,0.0019
2026-09-04T12:49:35.182+00:00,96417,FPO,108871,Brook Johnson,1,2.94,6,0.0,0.0
2026-09-04T12:49:35.182+00:00,96417,FPO,111487,Emily Weatherman,0,3.0,,0.0,0.0298
2026-09-04T12:49:35.182+00:00,96417,FPO,112647,Hanna Huynh,6,2.67,2,-1.0,0.0285
2026-09-04T12:49:35.182+00:00,96417,FPO,130187,Kat Johnson,6,2.67,18,2.0,0.0
2026-09-04T12:49:35.182+00:00,96417,FPO,130342,Chantel Budinsky,3,2.83,13,1.0,0.0104
2026-09-04T12:49:35.182+00:00,96417,FPO,131583,Hannah Lengel,0,3.0,,0.0,0.0123
