,,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points
James Beckner,49519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,5,3,6,14,18,25,26,37,52,54,60,70,56,79,86,67,68,55,49,37,41,25,21,15,8,2,7,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Conrad,17295,2,0,5,16,24,34,42,45,57,50,48,38,51,43,48,33,41,44,24,33,27,28,30,24,18,18,15,10,16,12,14,8,7,12,6,12,8,3,4,7,2,7,2,5,4,1,3,1,2,2,3,0,2,3,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Fleege,15789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,3,0,0,2,1,2,0,0,1,1,2,0,1,3,2,1,3,3,0,2,2,1,0,1,1,1,2,1,4,1,2,1,1,2,1,2,1,1,3,2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,2,2,0,0,0,0,0,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,9,10,14,29,45,64,61,93,96,91,104,87,55,44,31,35,10,3,3,4,0
James Loveall,64990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,1,1,2,3,2,0,1,0,4,1,3,2,0,1,2,0,2,1,6,2,2,2,0,5,1,3,5,3,2,1,2,4,3,2,2,1,1,2,3,5,3,4,0,3,3,4,4,2,2,5,2,1,4,4,3,3,0,3,2,0,1,7,0,3,0,0,4,0,3,2,2,2,1,2,2,0,4,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,2,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,3,3,3,3,9,12,14,29,52,59,53,83,92,77,77,68,45,34,29,23,5,3,4,1,1
James Moore,31452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,0,0,1,0,0,1,0,2,3,2,0,1,0,3,1,5,1,7,1,10,4,8,3,5,7,6,9,3,2,14,2,4,10,7,3,6,6,11,12,8,3,6,9,7,9,11,7,5,10,4,5,2,11,3,3,7,10,7,3,5,7,14,8,11,6,7,10,11,11,5,7,7,6,5,11,4,6,12,5,10,7,10,6,8,5,12,8,5,8,7,5,10,6,7,7,5,10,8,3,12,10,5,7,6,10,7,8,3,12,5,5,4,6,5,7,6,5,2,7,7,3,3,5,0,7,1,1,5,3,2,1,1,4,1,3,3,4,1,1,3,4,2,3,2,3,0,2,0,1,2,0,2,4,0,2,2,5,2,1,2,4,2,2,2,1,2,1,2,1,1,3,4,1,2,5,7,4,2,4,1,5,4,1,3,5,0,5,5,8,6,4,4,5,4,4,4,4,6,9,4,3,4,5,2,5,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Mosier,17591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,2,0,0,0,2,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,3,1,0,0,2,2,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,3,1,0,3,0,1,1,3,0,2,2,1,2,2,0,1,3,3,0,3,1,2,3,1,2,1,3,2,0,2,0,0,2,2,1,3,3,1,4,3,2,3,0,3,4,1,1,4,2,3,2,2,1,1,1,2,3,3,1,4,4,3,2,4,6,3,2,4,3,3,1,2,3,1,3,2,1,3,2,3,5,2,2,1,2,2,2,4,2,4,0,1,5,3,2,1,3,0,6,1,0,3,1,2,2,1,0,0,0,0,2,0,0,1,0,0,2,0,2,0,2,0,2,0,5,4,9,10,11,19,15,15,28,48,42,46,53,56,58,49,51,35,39,32,32,30,12,10,10,4,4,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Mueller,67144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,8,13,27,58,69,70,104,107,99,114,92,64,48,37,35,11,5,6,4,0
James Proctor,34250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,1,2,1,4,7,5,6,10,7,6,14,10,14,9,11,17,17,12,16,20,15,17,15,19,19,19,17,21,21,17,16,26,18,14,16,17,18,20,17,21,15,11,19,6,20,9,12,11,12,13,8,13,10,7,5,17,6,12,7,10,10,4,6,10,8,11,5,3,9,10,6,5,6,7,5,4,6,1,7,6,1,3,4,7,2,4,2,0,2,1,3,3,1,3,4,0,0,2,2,0,2,2,0,0,3,1,2,1,1,1,1,0,1,4,2,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Kiep,68815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,1,2,2,0,1,1,0,1,3,2,2,4,2,4,1,4,3,4,2,7,1,7,2,5,7,3,4,7,7,5,7,3,7,4,4,5,7,5,7,2,2,3,5,1,7,2,3,3,3,9,5,5,10,8,10,10,8,8,4,7,4,7,10,4,8,9,7,11,4,6,4,6,8,5,7,5,6,7,1,7,6,4,6,9,4,1,2,7,4,8,2,8,5,2,3,6,5,3,10,3,4,6,6,3,4,4,0,6,2,1,5,5,6,1,6,1,3,6,2,2,2,4,5,8,12,8,17,17,20,24,20,30,38,42,33,33,28,17,22,9,15,12,6,7,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Johnson,41980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,5,2,0,3,0,1,1,1,3,0,1,0,0,0,2,1,0,2,0,2,1,0,1,1,2,2,2,1,2,2,2,2,0,1,2,0,4,3,4,1,1,1,1,1,1,2,0,1,2,3,1,0,2,0,1,1,1,1,2,3,2,3,1,3,0,1,1,3,1,0,1,2,0,1,1,2,0,1,0,2,0,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,2,0,0,2,2,1,1,1,1,1,0,1,0,1,1,2,0,0,1,1,0,0,0,2,1,0,1,0,1,0,2,2,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,1,3,5,4,13,9,14,29,32,41,48,53,65,67,65,65,55,55,36,40,32,22,14,15,10,4,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Stoll,68103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,2,2,1,2,2,1,0,1,1,1,0,2,3,1,3,0,0,1,3,0,0,0,0,4,0,1,1,1,1,1,1,4,1,3,2,3,0,1,1,1,5,4,1,2,3,1,5,1,1,2,1,1,2,5,2,0,1,2,3,4,3,3,5,4,2,2,5,3,2,2,1,3,3,3,1,2,1,2,1,4,4,3,3,5,5,5,4,5,6,3,4,4,3,3,4,4,1,1,3,3,10,4,5,7,7,9,11,11,14,23,20,32,36,32,52,32,53,50,48,43,53,36,36,40,27,19,17,4,12,6,2,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarle Systad,126436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,5,7,15,16,16,33,36,43,58,60,77,87,76,74,75,67,41,48,36,28,18,16,12,5,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarno Pistokoski,95059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,1,2,3,2,1,1,2,0,1,1,0,1,1,0,2,3,0,3,3,1,0,0,1,0,5,2,2,0,2,6,1,2,2,2,4,1,2,0,3,3,5,2,1,1,4,1,4,4,3,3,0,0,0,0,1,0,2,0,2,0,2,2,0,0,3,2,0,2,2,2,0,3,0,0,1,0,3,2,3,0,2,1,1,1,0,1,0,1,0,3,0,1,0,1,1,1,0,0,2,1,0,0,0,1,1,1,1,2,2,1,0,0,2,0,0,2,1,0,1,1,0,0,1,0,0,1,1,3,1,1,0,0,1,3,0,3,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,2,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,2,4,7,14,16,11,27,31,36,46,53,56,76,63,62,55,58,35,40,32,20,12,11,10,5,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarod Gogal,72409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,4,1,0,9,2,1,1,1,4,1,3,4,3,2,1,1,3,10,3,7,9,5,4,3,8,2,7,13,6,8,8,10,7,8,9,9,4,5,11,7,10,11,8,4,10,7,8,8,6,6,13,10,8,8,6,9,7,8,7,8,5,8,7,7,8,19,8,9,12,7,4,8,8,6,4,8,11,10,12,6,6,6,4,5,8,9,7,10,6,7,9,2,5,7,6,7,3,6,6,4,8,7,6,4,2,3,3,7,5,7,5,7,10,6,5,4,2,0,7,5,5,5,3,4,3,2,2,2,3,2,4,4,2,1,5,2,3,3,1,2,3,6,2,6,4,0,0,3,2,1,1,5,2,2,2,2,2,2,2,4,3,4,0,0,2,2,2,3,2,2,1,0,2,2,2,5,1,2,2,2,3,4,1,4,1,1,2,1,0,2,3,0,3,6,3,2,4,1,2,6,5,5,5,3,3,7,1,4,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Coultrap,23236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,2,0,0,2,1,0,1,1,0,0,2,2,1,0,3,1,2,3,2,1,1,2,0,0,3,3,1,1,0,1,0,2,1,1,1,2,1,3,0,1,1,0,2,1,3,1,1,4,3,2,1,1,0,3,0,1,5,2,2,0,3,1,4,1,0,3,1,4,1,0,0,0,2,3,2,0,1,0,1,1,1,1,0,1,0,1,4,2,1,3,0,0,1,0,3,1,2,2,4,1,1,1,2,0,1,4,1,1,1,3,1,3,2,2,1,0,0,0,2,2,2,0,0,2,2,0,2,1,1,2,1,1,0,3,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,2,1,3,4,7,11,13,14,30,29,36,52,47,53,71,63,59,59,52,38,39,32,22,12,10,8,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Hebenheimer,43762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0,0,3,4,1,1,1,1,4,0,2,0,1,0,3,3,1,3,1,2,3,2,4,2,2,0,3,5,2,2,1,1,0,0,2,1,3,1,1,3,3,4,3,3,2,3,4,2,1,4,0,1,1,1,3,0,2,4,3,2,1,0,0,2,2,3,6,3,1,1,4,1,1,0,2,1,0,3,1,1,3,0,0,1,1,0,3,3,2,0,3,1,2,1,3,2,7,1,6,2,1,3,2,1,1,1,3,5,7,4,1,3,5,4,2,7,5,5,9,9,10,10,17,17,15,24,39,39,29,42,49,44,56,47,38,42,30,32,32,27,23,16,12,8,9,4,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
