,,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points
Jason Lynn,46394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,3,2,1,4,1,3,0,2,1,2,3,4,4,2,1,2,0,1,2,1,1,1,1,2,1,2,2,0,0,0,1,4,3,1,2,2,2,0,1,2,2,3,5,1,2,2,0,2,0,2,2,2,1,2,2,1,1,2,5,4,3,2,4,3,1,2,2,0,2,1,4,2,4,3,2,0,2,4,3,2,1,2,0,3,2,1,0,5,3,0,0,3,6,3,0,1,2,1,0,1,1,0,0,1,1,1,0,0,1,1,1,2,0,2,1,1,3,1,1,0,1,1,0,1,1,2,1,1,4,1,0,0,2,0,0,0,1,0,2,1,2,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,1,2,4,0,0,0,1,1,1,2,0,2,0,0,0,1,0,0,0,0,1,1,3,6,5,12,13,13,26,27,34,50,44,59,65,57,56,54,52,28,28,26,19,13,9,11,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Sosnowski,39562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,3,1,1,1,0,0,1,0,0,2,1,2,2,1,2,3,2,2,0,1,2,0,1,3,0,1,1,0,0,1,2,1,0,1,0,2,0,3,0,1,0,2,1,1,0,0,1,2,1,2,3,0,0,0,0,1,0,1,2,2,0,1,1,0,1,0,0,0,1,3,2,0,0,1,0,0,2,1,2,0,1,1,1,1,1,0,0,0,1,2,1,1,0,2,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,14,13,12,29,34,40,50,52,68,80,70,65,67,58,38,43,31,23,17,13,8,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Yeti Reading,15864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,16,35,37,47,60,63,77,89,78,78,75,71,43,49,38,29,18,17,12,6,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Faes,33661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,2,0,1,1,2,2,1,3,3,0,2,1,2,0,2,2,1,0,2,3,4,3,3,4,6,1,3,5,2,2,5,1,3,3,3,1,4,5,2,0,6,4,4,3,4,3,4,3,2,2,3,6,0,2,2,5,3,2,6,3,3,1,2,5,4,2,4,1,5,4,2,2,4,5,2,0,4,5,6,3,3,4,5,6,2,0,4,5,1,2,3,2,2,0,8,0,5,2,4,1,3,3,2,2,2,2,2,2,2,3,0,7,0,2,0,4,3,0,3,1,0,3,3,0,0,1,2,1,1,1,2,0,3,1,0,0,1,1,2,1,1,3,0,2,6,1,1,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,1,3,0,0,0,0,1,0,2,2,1,3,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,2,1,1,0,1,1,1,1,0,0,0,1,1,1,2,1,0,0,0,1,2,2,0,3,11,9,9,20,26,33,39,42,44,50,47,50,41,40,24,21,21,14,9,11,4,2,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Renner,67313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,0,1,3,0,1,2,3,4,1,1,0,1,2,2,1,3,2,1,5,1,5,3,6,1,4,5,2,2,1,2,5,1,7,6,8,5,1,5,7,1,3,8,1,5,3,7,3,4,3,4,2,4,5,5,2,9,6,6,7,8,6,7,12,8,7,11,8,8,4,13,5,12,7,5,10,9,9,6,4,4,10,9,7,3,8,6,7,3,5,10,7,8,6,5,5,2,7,4,4,5,2,5,2,3,5,2,5,0,3,4,3,2,2,3,1,0,3,2,1,0,0,0,1,0,1,1,0,2,3,2,1,1,2,4,4,5,5,2,2,1,2,2,7,2,2,0,2,0,0,1,2,0,1,0,1,1,0,0,0,2,0,1,0,1,1,1,0,3,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,10,15,20,31,32,38,49,52,36,26,21,15,13,5,4,2,1,1,0,0,0,0,0,0,0,0
Jeffrey Korns,69287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3,8,8,12,28,55,66,71,100,106,100,113,92,62,48,37,36,11,5,6,3,1
Jeremiah Van Til,52376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,3,5,7,14,16,16,34,35,47,58,61,72,87,76,76,73,67,40,43,37,30,18,17,11,5,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Farnsworth,78805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,1,2,1,1,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,5,0,1,1,1,0,1,0,2,2,1,1,1,1,3,3,0,0,1,1,2,2,2,0,2,2,4,0,2,0,1,1,2,1,0,1,2,1,1,3,1,1,1,1,0,1,3,1,0,0,1,2,3,1,0,1,1,3,0,2,0,0,3,0,1,1,0,0,2,0,0,1,1,1,0,4,2,1,1,1,2,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,2,3,0,0,1,1,1,0,1,0,1,0,3,0,3,0,1,0,2,0,0,0,2,0,0,2,2,0,0,1,4,3,4,3,4,5,8,13,16,23,31,34,44,41,38,52,60,74,63,48,59,45,41,29,22,24,28,6,12,3,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Herr,56486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,16,35,37,47,60,63,77,89,78,78,75,71,43,49,38,29,18,17,12,6,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Koling,33705,1,0,0,8,13,17,25,37,38,41,37,42,42,41,39,44,48,45,47,26,30,32,32,25,32,22,21,21,22,13,6,20,16,16,12,7,7,10,3,4,6,11,2,3,4,5,2,1,3,6,3,0,1,0,4,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Novak,68696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,16,35,37,47,60,63,77,89,78,78,75,71,43,49,38,29,18,17,12,6,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Goff,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,0,2,1,0,1,1,1,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,2,1,0,1,0,1,0,0,2,1,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,2,5,7,13,16,16,31,34,43,56,58,70,84,73,67,68,62,43,43,35,28,17,15,10,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Ginthum,49975,0,0,0,0,0,0,0,0,1,1,0,2,2,2,4,1,2,3,4,3,5,3,3,5,5,10,10,7,9,3,8,13,14,6,11,15,15,13,13,13,19,12,17,20,14,15,14,24,12,22,18,11,21,21,17,18,18,12,7,17,14,14,14,17,13,12,15,18,14,14,9,11,13,12,2,8,17,10,11,15,6,3,9,6,2,5,11,12,6,5,6,5,5,4,4,2,10,4,4,5,4,1,1,4,6,5,3,4,3,3,2,6,1,3,2,3,4,4,1,1,1,1,0,1,0,0,0,2,3,2,1,0,1,1,3,2,3,0,1,1,1,0,0,0,1,1,0,2,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Peterson,70585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,1,1,5,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,1,0,1,1,1,0,0,1,1,0,2,2,1,0,1,0,2,0,0,0,1,0,0,0,3,0,1,0,1,4,1,1,4,1,3,1,2,1,1,1,3,3,2,3,3,4,1,4,1,3,2,8,7,5,5,1,4,1,2,4,1,6,3,3,1,5,5,2,3,3,1,2,4,1,4,3,2,3,1,6,4,4,4,6,1,6,4,6,2,6,9,7,2,3,8,4,9,4,4,4,6,7,4,5,4,3,8,5,3,4,3,4,5,4,0,4,5,3,3,1,6,0,4,0,1,0,1,2,1,6,2,0,1,0,0,3,0,1,0,2,1,1,2,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,4,5,5,8,15,10,12,18,18,27,34,35,40,41,47,41,30,38,27,26,34,18,21,9,11,6,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Misuraca,33169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,1,4,1,1,0,1,2,3,0,1,2,2,0,2,1,0,1,1,3,1,1,0,0,2,1,0,4,0,2,1,1,1,2,0,4,4,1,1,1,1,1,1,1,0,2,1,1,1,2,1,0,1,1,2,0,0,0,2,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,2,1,1,2,1,0,4,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,11,10,11,26,50,63,70,91,100,84,106,74,60,40,33,25,9,3,6,3,0
Jimmy Towey,77432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,8,8,11,27,56,68,71,104,110,101,115,92,67,49,37,35,11,5,6,4,1
